Date,SPX,AAPL,MSFT,NFLX,NVDA,RDDT
26/05/2023,4156.16,171.83,319.64,361.1,37.87,
30/05/2023,4226.71,175.44,330.7,397.48,40.57,
31/05/2023,4190.74,175.8,327.8,391.89,39.47,
01/06/2023,4183.03,176.17,321.53,397.41,38.47,
02/06/2023,4241.01,179.47,329.74,402.89,40.08,
05/06/2023,4282.99,181.06,330.69,400.47,38.89,
06/06/2023,4271.34,178.42,330.8,405.0,38.81,
07/06/2023,4285.47,176.9,327.17,410.43,38.9,
08/06/2023,4268.69,176.37,319.57,399.77,37.71,
09/06/2023,4304.88,179.94,320.6,424.5,39.02,
12/06/2023,4308.32,179.71,324.14,418.83,39.18,
13/06/2023,4352.61,181.22,329.95,430.01,40.17,
14/06/2023,4366.29,181.79,329.82,434.99,40.8,
15/06/2023,4365.33,182.38,332.92,444.1,42.58,
16/06/2023,4440.95,185.12,346.58,446.15,43.43,
20/06/2023,4396.11,182.82,334.73,430.18,42.98,
21/06/2023,4380.01,183.31,331.83,432.65,43.48,
22/06/2023,4355.4,182.16,329.61,422.93,42.23,
23/06/2023,4354.17,183.95,329.84,418.59,42.44,
26/06/2023,4344.84,185.22,329.21,422.44,42.44,
27/06/2023,4337.36,184.29,327.38,417.39,40.78,
28/06/2023,4367.48,186.31,330.14,423.1,40.64,
29/06/2023,4374.94,187.45,330.19,434.33,41.54,
30/06/2023,4422.44,189.98,333.19,431.1,41.66,
03/07/2023,4450.48,192.11,334.61,439.76,42.5,
05/07/2023,4442.04,189.92,330.56,444.91,42.12,
06/07/2023,4422.62,188.2,332.74,440.0,41.82,
07/07/2023,4404.54,189.76,334.74,438.6,42.3,
10/07/2023,4394.23,187.63,330.08,438.52,42.64,
11/07/2023,4415.55,187.53,326.59,438.65,42.46,
12/07/2023,4467.69,188.05,332.06,444.55,43.01,
13/07/2023,4491.5,188.86,334.98,447.0,44.5,
14/07/2023,4514.61,188.59,342.9,452.79,46.56,
17/07/2023,4508.86,190.25,341.01,445.57,46.27,
18/07/2023,4521.78,191.68,341.16,451.0,46.68,
19/07/2023,4563.87,191.44,356.86,476.86,47.44,
20/07/2023,4554.38,193.41,348.8,447.0,46.49,
21/07/2023,4550.16,192.43,344.44,437.37,45.77,
24/07/2023,4543.39,191.74,341.18,425.0,44.71,
25/07/2023,4555.19,191.66,342.42,427.18,44.92,
26/07/2023,4558.96,192.0,336.83,424.2,46.0,
27/07/2023,4598.26,194.33,335.88,426.9,46.5,
28/07/2023,4565.75,192.99,329.16,415.56,46.65,
31/07/2023,4584.82,194.37,332.37,426.51,46.73,
01/08/2023,4578.83,194.55,330.66,437.37,46.44,
02/08/2023,4550.93,193.36,329.12,435.23,45.81,
03/08/2023,4494.27,189.92,321.6,427.8,43.78,
04/08/2023,4513.96,183.92,327.4,433.06,44.96,
07/08/2023,4491.58,180.56,323.94,436.46,45.09,
08/08/2023,4498.03,178.14,322.54,440.36,44.83,
09/08/2023,4501.57,179.31,322.06,439.74,44.25,
10/08/2023,4487.16,177.93,321.62,431.12,42.14,
11/08/2023,4450.69,176.03,315.94,428.98,41.73,
14/08/2023,4458.13,176.68,317.05,421.99,40.47,
15/08/2023,4478.87,177.58,318.64,424.41,44.54,
16/08/2023,4433.79,175.84,317.14,423.73,44.5,
17/08/2023,4416.32,175.85,316.88,415.0,43.95,
18/08/2023,4344.88,171.05,310.9,399.33,42.62,
21/08/2023,4380.28,173.8,314.3,402.23,44.47,
22/08/2023,4415.33,175.77,321.78,409.0,48.11,
23/08/2023,4396.44,177.22,320.12,418.4,45.84,
24/08/2023,4455.16,179.36,329.05,425.41,50.19,
25/08/2023,4389.38,176.09,317.8,412.0,46.99,
28/08/2023,4426.03,178.78,321.94,418.04,46.46,
29/08/2023,4432.75,178.39,318.21,416.0,46.64,
30/08/2023,4500.34,183.59,324.92,430.85,49.02,
31/08/2023,4517.01,186.47,325.44,431.23,49.36,
01/09/2023,4530.6,188.11,327.53,437.73,49.74,
05/09/2023,4510.06,186.91,325.24,438.39,48.2,
06/09/2023,4490.35,187.03,329.57,448.61,48.42,
07/09/2023,4434.55,173.9,327.51,441.15,45.51,
08/09/2023,4451.3,177.05,326.32,443.56,45.92,
11/09/2023,4480.98,178.76,333.39,443.07,46.13,
12/09/2023,4473.27,178.18,331.99,442.85,44.72,
13/09/2023,4462.65,175.23,327.53,435.5,44.58,
14/09/2023,4487.78,172.73,335.28,410.4,45.93,
15/09/2023,4497.98,175.2,333.07,401.0,45.32,
18/09/2023,4445.13,175.2,324.06,395.5,42.73,
19/09/2023,4445.41,176.23,322.45,392.84,43.82,
20/09/2023,4452.81,177.96,325.75,397.05,43.58,
21/09/2023,4374.36,173.28,315.62,386.5,41.57,
22/09/2023,4341.74,173.4,317.65,385.0,41.56,
25/09/2023,4310.62,172.93,312.98,382.9,41.58,
26/09/2023,4312.88,173.55,311.53,382.88,41.99,
27/09/2023,4282.63,171.36,308.74,382.4,42.31,
28/09/2023,4269.65,168.11,307.44,375.6,42.44,
29/09/2023,4328.18,170.77,314.12,380.0,43.81,
02/10/2023,4284.52,169.97,312.67,377.48,44.01,
03/10/2023,4269.75,171.01,317.17,377.11,44.79,
04/10/2023,4233.83,169.84,310.44,376.5,43.73,
05/10/2023,4259.31,172.52,315.45,378.01,44.03,
06/10/2023,4234.79,172.54,312.94,368.43,44.18,
09/10/2023,4289.02,175.52,321.04,378.05,44.82,
10/10/2023,4339.75,176.8,327.18,385.58,45.29,
11/10/2023,4366.59,176.9,327.43,372.78,46.18,
12/10/2023,4380.94,178.76,326.8,366.48,46.76,
13/10/2023,4360.49,180.1,328.59,355.64,46.94,
16/10/2023,4342.37,175.46,327.27,356.21,45.05,
17/10/2023,4345.23,175.36,325.83,361.1,43.98,
18/10/2023,4357.35,174.3,328.7,351.0,42.58,
19/10/2023,4321.36,174.76,328.36,404.74,42.8,
20/10/2023,4273.85,174.03,327.93,405.63,41.87,
23/10/2023,4210.4,169.67,321.76,403.32,41.21,
24/10/2023,4235.79,171.79,327.52,409.68,43.06,
25/10/2023,4232.42,170.63,341.08,416.02,43.38,
26/10/2023,4175.99,169.13,336.65,411.42,41.84,
27/10/2023,4152.93,165.7,326.66,406.42,41.12,
30/10/2023,4139.39,167.79,329.6,402.35,41.07,
31/10/2023,4171.33,168.12,334.98,409.24,40.44,
01/11/2023,4201.27,169.76,335.91,414.77,40.87,
02/11/2023,4268.26,174.24,343.28,421.17,43.31,
03/11/2023,4334.23,172.97,345.64,428.76,44.0,
06/11/2023,4364.27,175.1,349.42,434.38,45.27,
07/11/2023,4366.21,177.88,355.3,436.18,45.7,
08/11/2023,4384.37,181.02,357.55,435.0,46.08,
09/11/2023,4391.41,181.63,358.16,438.03,47.45,
10/11/2023,4364.15,182.87,357.36,437.48,47.48,
13/11/2023,4406.66,184.71,364.02,447.25,48.3,
14/11/2023,4458.97,186.58,366.78,448.78,49.66,
15/11/2023,4505.3,186.73,367.79,452.81,49.92,
16/11/2023,4497.08,188.44,367.47,463.0,48.66,
17/11/2023,4509.55,189.12,370.1,466.95,49.51,
20/11/2023,4511.7,188.76,367.73,465.4,49.29,
21/11/2023,4538.77,190.27,372.14,472.63,50.11,
22/11/2023,4553.04,190.35,374.44,476.8,49.83,
24/11/2023,4555.84,189.73,373.78,477.11,48.45,
27/11/2023,4554.86,188.79,373.24,479.03,47.78,
28/11/2023,4545.55,188.65,374.79,478.11,48.22,
29/11/2023,4571.84,189.76,380.15,479.0,48.36,
30/11/2023,4554.87,188.71,374.93,475.31,48.01,
01/12/2023,4559.43,189.19,373.22,473.17,46.51,
04/12/2023,4564.37,188.85,365.63,460.99,46.06,
05/12/2023,4557.25,189.08,363.0,450.7,45.45,
06/12/2023,4586.23,193.29,370.03,460.0,47.2,
07/12/2023,4568.84,192.47,364.76,450.85,45.69,
08/12/2023,4576.2,193.04,365.73,450.76,46.58,
11/12/2023,4593.39,191.96,365.01,459.36,47.48,
12/12/2023,4618.3,191.93,367.36,465.23,46.03,
13/12/2023,4646.2,193.93,372.48,461.98,47.62,
14/12/2023,4721.04,196.84,369.8,480.36,48.38,
15/12/2023,4714.23,196.35,363.4,467.3,48.18,
18/12/2023,4725.58,194.92,365.97,476.3,49.39,
19/12/2023,4743.72,194.99,368.0,488.4,49.41,
20/12/2023,4764.73,195.72,371.47,492.0,49.64,
21/12/2023,4724.29,194.93,369.06,492.66,48.8,
22/12/2023,4753.92,194.02,370.16,494.0,49.18,
26/12/2023,4758.86,192.46,371.47,489.39,48.95,
27/12/2023,4773.45,191.34,370.17,491.24,49.5,
28/12/2023,4786.44,192.98,371.84,492.0,49.63,
29/12/2023,4782.88,192.74,372.46,490.37,49.8,
02/01/2024,4745.2,186.03,370.34,483.19,49.23,
03/01/2024,4725.07,183.12,365.54,467.32,47.47,
04/01/2024,4697.42,181.06,367.18,472.98,47.75,
05/01/2024,4690.57,180.9,365.5,476.5,48.45,
08/01/2024,4703.7,181.0,365.82,473.89,49.5,
09/01/2024,4741.93,182.82,368.51,475.53,52.39,
10/01/2024,4759.94,183.25,372.83,481.6,53.6,
11/01/2024,4792.13,185.43,382.37,492.54,54.98,
12/01/2024,4791.18,184.95,381.86,500.51,54.6,
16/01/2024,4772.35,181.07,389.96,490.0,55.0,
17/01/2024,4739.13,180.19,384.33,484.5,56.33,
18/01/2024,4760.1,184.98,388.03,480.03,57.24,
19/01/2024,4796.28,188.2,392.04,484.98,57.97,
22/01/2024,4853.42,191.15,396.26,487.55,60.03,
23/01/2024,4856.8,193.86,392.03,492.0,59.55,
24/01/2024,4888.56,194.25,397.76,537.75,60.29,
25/01/2024,4886.66,194.06,400.52,551.95,62.33,
26/01/2024,4888.91,193.11,400.56,561.81,60.94,
29/01/2024,4892.95,190.86,402.24,571.35,61.22,
30/01/2024,4925.89,189.8,408.38,567.32,62.88,
31/01/2024,4899.19,185.92,403.13,562.85,61.42,
01/02/2024,4861.11,182.89,398.05,567.02,62.08,
02/02/2024,4916.06,178.79,400.01,564.52,63.96,
05/02/2024,4957.19,187.03,406.04,562.47,68.21,
06/02/2024,4950.16,185.74,402.06,564.12,69.61,
07/02/2024,4973.05,189.5,403.61,558.16,68.3,
08/02/2024,4995.16,188.26,410.15,560.55,70.05,
09/02/2024,5004.17,187.76,411.34,565.0,70.51,
12/02/2024,5026.83,187.53,416.6,560.36,72.58,
13/02/2024,4967.94,184.9,401.13,550.8,70.38,
14/02/2024,4976.44,184.45,404.98,567.26,73.18,
15/02/2024,5003.14,182.69,405.05,581.91,73.85,
16/02/2024,5031.13,182.56,404.87,596.95,74.08,
20/02/2024,4989.32,180.94,400.18,580.18,71.93,
21/02/2024,4963.03,181.08,397.14,573.51,67.99,
22/02/2024,5038.83,182.62,407.08,582.75,75.0,
23/02/2024,5100.92,184.14,412.52,586.4,80.77,
26/02/2024,5093.0,181.38,408.34,583.56,79.68,
27/02/2024,5074.6,180.25,404.9,595.0,79.36,
28/02/2024,5067.2,181.65,405.09,595.79,77.6,
29/02/2024,5085.36,180.42,405.54,604.25,79.07,
01/03/2024,5098.51,178.71,408.15,599.81,79.98,
04/03/2024,5130.99,175.32,410.31,621.56,84.11,
05/03/2024,5110.52,169.96,410.82,610.1,85.25,
06/03/2024,5108.03,170.26,399.92,602.99,88.0,
07/03/2024,5132.38,168.36,403.04,599.34,90.14,
08/03/2024,5164.46,168.21,404.87,608.27,95.12,
11/03/2024,5111.96,172.13,400.7,608.08,86.41,
12/03/2024,5134.3,172.34,404.53,600.21,88.03,
13/03/2024,5173.49,171.96,414.93,613.37,91.03,
14/03/2024,5175.14,172.1,417.06,615.0,89.56,
15/03/2024,5123.31,170.37,416.11,622.92,86.91,
18/03/2024,5154.77,174.74,411.11,613.56,90.37,
19/03/2024,5139.09,173.52,414.66,615.62,86.68,
20/03/2024,5181.69,174.89,418.8,619.95,89.78,
21/03/2024,5253.43,176.22,426.57,630.65,92.28,47.0
22/03/2024,5242.48,170.95,426.44,624.16,91.12,48.88
25/03/2024,5219.52,169.77,422.02,627.9,93.92,47.09
26/03/2024,5228.85,169.2,422.38,625.2,95.83,67.71
27/03/2024,5226.31,169.61,421.22,629.01,93.09,63.76
28/03/2024,5248.03,170.94,417.77,614.99,89.98,54.52
01/04/2024,5257.97,170.38,420.74,608.0,90.28,48.95
02/04/2024,5204.29,168.28,416.93,611.0,88.43,45.06
03/04/2024,5194.37,168.0,416.55,612.75,88.46,49.7
04/04/2024,5244.05,169.49,421.77,633.21,90.38,46.7
05/04/2024,5158.95,168.79,416.83,624.92,86.84,45.68
08/04/2024,5211.37,168.24,421.95,636.39,88.68,47.86
09/04/2024,5217.03,167.91,423.21,631.99,87.42,46.4
10/04/2024,5167.88,168.01,418.99,610.97,83.91,44.0
11/04/2024,5172.95,167.55,422.59,624.42,87.4,42.05
12/04/2024,5171.51,173.44,420.84,628.23,89.68,43.47
15/04/2024,5149.67,174.54,423.37,630.17,89.08,41.94
16/04/2024,5064.59,170.94,411.43,607.5,86.41,40.5
17/04/2024,5068.97,168.81,414.09,620.97,88.32,40.4
18/04/2024,5031.52,167.24,407.52,612.1,84.95,38.8
19/04/2024,5005.44,165.43,400.97,567.88,83.13,40.57
22/04/2024,4987.33,164.74,397.05,550.66,78.09,40.88
23/04/2024,5028.85,164.57,401.18,556.49,80.75,42.07
24/04/2024,5084.86,165.76,406.46,574.31,83.93,42.66
25/04/2024,5019.88,168.73,391.04,549.46,78.85,41.64
26/04/2024,5084.65,169.08,409.05,558.21,83.8,42.98
29/04/2024,5114.13,172.56,402.18,559.18,87.57,46.05
30/04/2024,5103.78,172.52,398.45,560.0,87.22,45.47
01/05/2024,5029.03,168.78,389.64,547.84,85.06,44.87
02/05/2024,5049.32,171.7,394.65,556.02,84.43,46.61
03/05/2024,5122.78,185.77,399.23,566.0,87.77,48.44
06/05/2024,5142.42,181.49,405.66,581.82,89.37,46.99
07/05/2024,5187.2,182.59,411.52,596.28,91.08,47.73
08/05/2024,5168.98,181.99,405.08,601.63,89.46,55.0
09/05/2024,5189.03,181.7,407.46,614.4,90.51,51.24
10/05/2024,5225.49,184.28,409.81,619.0,90.28,50.64
13/05/2024,5233.08,184.82,414.84,614.3,90.46,56.49
14/05/2024,5221.1,186.88,408.9,615.17,89.58,62.57
15/05/2024,5263.26,187.28,415.48,618.57,92.45,60.23
16/05/2024,5310.07,189.83,419.36,615.75,94.89,59.5
17/05/2024,5303.1,188.88,420.1,617.0,94.35,61.2
20/05/2024,5305.35,188.7,417.78,620.4,93.73,61.9
21/05/2024,5298.69,190.45,424.36,636.76,93.58,60.74
22/05/2024,5319.28,191.63,427.6,647.14,95.44,59.0
23/05/2024,5340.26,190.34,430.46,642.34,102.0,56.88
24/05/2024,5281.45,188.19,424.72,639.4,104.42,53.96
28/05/2024,5315.91,190.87,427.14,647.05,110.22,55.12
29/05/2024,5278.73,188.98,423.23,644.13,113.02,57.45
30/05/2024,5259.77,190.12,421.84,653.52,114.62,57.0
31/05/2024,5243.21,190.8,414.34,644.01,112.49,56.21
03/06/2024,5297.15,192.25,413.12,645.22,113.59,57.55
04/06/2024,5278.24,193.99,410.04,633.78,115.69,55.2
05/06/2024,5314.48,194.74,415.39,634.02,118.34,54.79
06/06/2024,5357.8,195.03,421.56,644.89,124.02,58.99
07/06/2024,5343.81,194.0,423.73,649.38,119.74,61.63
10/06/2024,5341.22,196.24,422.24,641.01,120.34,60.01
11/06/2024,5353.0,193.0,423.02,640.72,121.75,60.12
12/06/2024,5409.13,206.68,432.8,652.21,123.04,62.88
13/06/2024,5441.93,214.02,438.3,644.0,129.37,66.83
14/06/2024,5424.08,213.13,435.74,655.05,129.94,63.54
17/06/2024,5431.11,212.66,440.03,669.11,132.97,61.0
18/06/2024,5476.15,216.86,447.11,675.63,131.12,61.11
20/06/2024,5499.99,213.21,443.72,681.8,139.78,60.0
21/06/2024,5466.77,209.68,444.79,683.26,127.1,56.4
24/06/2024,5459.58,207.02,447.2,685.0,123.22,57.32
25/06/2024,5460.73,208.45,445.66,673.44,121.18,56.56
26/06/2024,5460.71,210.79,446.4,672.41,126.11,60.5
27/06/2024,5473.59,213.97,449.56,679.35,124.08,62.83
28/06/2024,5488.48,215.05,450.45,679.0,124.56,64.07
01/07/2024,5471.08,211.38,446.06,674.89,123.45,64.2
02/07/2024,5461.84,215.43,450.58,673.54,121.11,65.99
03/07/2024,5507.44,219.26,455.54,677.48,121.64,71.93
05/07/2024,5537.91,220.91,456.95,682.51,127.36,73.78
08/07/2024,5572.75,226.33,463.85,687.0,127.47,72.76
09/07/2024,5584.24,227.17,464.3,690.0,130.33,73.48
10/07/2024,5591.26,228.53,458.55,685.02,134.01,71.23
11/07/2024,5635.21,230.62,460.3,672.49,135.73,70.5
12/07/2024,5590.76,228.15,451.7,652.75,128.24,70.75
15/07/2024,5638.16,235.69,450.68,647.5,130.54,74.69
16/07/2024,5644.09,234.21,451.59,661.8,128.42,70.67
17/07/2024,5610.07,228.68,440.03,650.0,121.33,68.48
18/07/2024,5608.56,229.51,441.77,656.6,121.83,66.74
19/07/2024,5543.37,224.07,430.59,660.64,120.33,65.75
22/07/2024,5544.54,226.25,439.23,639.5,120.33,66.93
23/07/2024,5565.3,223.62,441.33,647.5,122.76,67.8
24/07/2024,5505.84,223.25,437.9,635.74,119.15,65.67
25/07/2024,5428.7,218.2,426.32,641.0,113.02,62.9
26/07/2024,5433.67,217.97,415.78,645.0,116.17,62.9
29/07/2024,5476.55,216.23,429.08,634.61,113.67,62.97
30/07/2024,5478.73,218.46,425.24,630.17,111.5,60.06
31/07/2024,5505.59,220.7,418.07,626.57,112.88,59.38
01/08/2024,5537.84,223.62,418.36,629.25,117.51,64.4
02/08/2024,5376.63,218.42,410.1,620.98,103.74,56.24
05/08/2024,5151.14,198.42,386.92,587.04,92.05,53.25
06/08/2024,5206.42,204.61,397.68,600.62,103.82,58.1
07/08/2024,5293.13,206.21,406.28,616.07,107.79,54.8
08/08/2024,5252.57,212.4,400.11,621.99,101.98,51.95
09/08/2024,5314.66,211.39,401.69,622.99,105.62,53.97
12/08/2024,5351.88,215.6,404.7,631.0,106.3,52.5
13/08/2024,5376.98,218.53,407.22,638.56,112.42,53.05
14/08/2024,5442.36,220.09,412.4,648.7,118.51,53.7
15/08/2024,5501.13,224.11,418.12,668.49,118.74,55.25
16/08/2024,5530.5,223.43,418.92,669.43,121.92,54.87
19/08/2024,5557.23,225.22,417.29,674.07,124.26,54.79
20/08/2024,5602.88,225.27,420.02,688.86,128.38,53.5
21/08/2024,5603.09,226.02,422.39,697.0,127.3,54.88
22/08/2024,5637.77,227.29,422.66,691.0,130.0,56.5
23/08/2024,5602.49,225.16,415.31,694.13,125.84,56.51
26/08/2024,5639.66,226.26,414.71,687.26,129.55,59.29
27/08/2024,5602.89,225.5,411.21,688.53,125.03,57.72
28/08/2024,5624.51,227.42,413.22,695.83,128.1,57.88
29/08/2024,5607.3,229.6,413.28,690.0,121.34,57.58
30/08/2024,5612.74,229.68,413.94,700.36,119.51,59.0
03/09/2024,5623.89,228.05,416.24,700.1,115.99,59.24
04/09/2024,5506.68,221.17,404.29,673.31,105.39,56.72
05/09/2024,5520.08,221.14,405.99,673.14,104.97,56.8
06/09/2024,5507.33,223.46,407.43,681.86,108.02,59.24
09/09/2024,5442.07,220.34,405.61,674.0,104.86,57.14
10/09/2024,5490.51,218.44,406.57,676.87,107.79,57.52
11/09/2024,5496.42,220.97,413.84,677.46,109.37,56.5
12/09/2024,5557.48,222.01,421.62,684.92,116.83,60.0
13/09/2024,5603.34,223.09,424.13,680.01,119.07,59.63
16/09/2024,5615.21,216.06,428.88,700.0,116.78,58.6
17/09/2024,5655.51,215.28,438.47,700.82,118.16,61.37
18/09/2024,5641.68,217.07,433.26,707.55,115.88,61.92
19/09/2024,5702.63,224.5,439.47,705.0,117.34,64.99
20/09/2024,5709.64,229.46,435.47,705.55,117.05,64.82
23/09/2024,5711.9,226.84,432.54,702.39,116.54,66.0
24/09/2024,5727.66,228.15,431.27,706.63,116.51,65.28
25/09/2024,5733.65,224.44,428.11,721.0,122.01,66.96
26/09/2024,5762.22,226.8,433.35,724.73,126.79,69.0
27/09/2024,5755.36,227.96,429.8,708.36,123.96,66.59
30/09/2024,5726.52,229.54,426.5,707.0,118.3,66.94
01/10/2024,5757.73,229.02,426.74,713.64,121.76,65.93
02/10/2024,5698.14,225.39,420.89,706.13,116.43,65.49
03/10/2024,5698.19,224.65,415.96,704.26,120.91,68.06
04/10/2024,5737.48,227.4,416.57,713.32,124.93,69.52
07/10/2024,5737.8,224.01,414.34,714.76,124.98,72.99
08/10/2024,5719.14,223.81,409.26,703.88,130.25,70.75
09/10/2024,5751.8,224.74,414.2,719.25,134.1,73.64
10/10/2024,5778.36,227.28,413.57,723.29,131.9,70.69
11/10/2024,5775.09,228.8,414.48,734.9,134.0,69.95
14/10/2024,5829.81,228.2,416.1,725.0,136.46,73.75
15/10/2024,5866.74,233.1,420.49,712.51,137.86,74.8
16/10/2024,5816.58,231.09,413.51,703.43,133.97,75.16
17/10/2024,5875.62,232.92,420.67,704.35,139.33,76.98
18/10/2024,5859.43,235.66,415.47,737.64,138.66,76.61
21/10/2024,5857.82,233.94,414.46,765.76,138.12,80.56
22/10/2024,5832.7,233.38,416.82,765.27,142.9,77.77
23/10/2024,5834.5,233.57,429.14,762.83,142.02,77.69
24/10/2024,5817.8,229.48,423.63,751.97,140.81,77.86
25/10/2024,5826.75,229.24,425.06,756.17,140.92,79.02
28/10/2024,5833.93,232.81,429.94,758.68,142.99,82.21
29/10/2024,5819.68,232.59,426.29,751.13,140.28,79.72
30/10/2024,5832.65,232.1,435.69,758.08,139.53,104.9
31/10/2024,5775.34,228.84,413.7,753.93,137.59,117.4
01/11/2024,5723.22,220.48,407.38,753.48,134.69,114.0
04/11/2024,5725.15,220.5,408.16,753.14,137.2,110.76
05/11/2024,5722.43,221.31,406.74,757.35,137.44,110.5
06/11/2024,5864.89,222.12,410.77,771.5,142.95,124.15
07/11/2024,5947.21,224.14,419.6,781.37,146.38,121.57
08/11/2024,5976.76,226.92,423.62,797.36,148.76,130.03
11/11/2024,6008.86,224.75,420.83,795.9,148.67,139.0
12/11/2024,6003.6,224.3,416.58,807.5,146.77,126.66
13/11/2024,5985.75,223.76,419.96,822.62,149.06,128.8
14/11/2024,5989.68,224.77,423.3,833.67,147.63,132.06
15/11/2024,5912.79,226.15,418.14,832.04,144.86,128.79
18/11/2024,5874.17,225.0,413.21,815.5,139.49,125.56
19/11/2024,5870.05,226.73,411.46,839.75,141.31,129.01
20/11/2024,5914.34,227.81,415.2,879.98,147.4,137.16
21/11/2024,5940.58,228.63,418.66,883.93,149.34,141.27
22/11/2024,5944.36,227.81,410.55,896.0,145.92,145.41
25/11/2024,5992.28,231.21,417.54,902.05,141.98,149.5
26/11/2024,6000.03,233.07,418.75,867.49,137.69,141.65
27/11/2024,6014.11,234.21,424.26,872.06,135.0,137.8
29/11/2024,6003.98,234.55,419.25,882.17,136.77,143.43
02/12/2024,6040.11,237.01,420.73,887.51,138.82,144.0
03/12/2024,6042.97,239.55,428.98,894.36,138.25,141.0
04/12/2024,6069.39,242.6,432.16,898.05,141.99,150.84
05/12/2024,6089.03,243.72,437.04,917.85,145.11,155.58
06/12/2024,6081.38,242.64,441.42,915.23,144.6,152.06
09/12/2024,6083.01,241.56,441.71,928.0,138.97,171.5
10/12/2024,6057.59,246.62,443.5,913.76,139.01,168.31
11/12/2024,6060.15,247.69,443.16,924.71,137.36,164.0
12/12/2024,6074.29,246.62,448.21,933.35,137.08,164.01
13/12/2024,6068.17,247.55,447.54,916.81,138.94,164.35
16/12/2024,6063.79,247.72,446.38,923.94,134.18,169.27
17/12/2024,6052.55,249.8,450.11,921.54,129.09,177.15
18/12/2024,6047.65,251.88,450.42,919.13,133.86,172.45
19/12/2024,5912.71,247.23,440.74,908.18,131.76,163.9
20/12/2024,5842.0,247.77,432.24,893.21,129.81,162.99
23/12/2024,5940.25,254.49,435.87,913.42,136.28,171.25
24/12/2024,5984.63,255.21,433.78,915.0,140.0,169.0
26/12/2024,6024.97,257.91,438.2,928.4,139.7,177.8
27/12/2024,6006.17,257.55,433.73,916.01,138.55,175.53
30/12/2024,5920.67,251.95,425.21,894.51,134.83,167.38
31/12/2024,5919.74,252.16,425.25,901.8,138.03,166.0
